time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2000-09-20-16; 1.1109; 4.7365
2000-09-20-17; 1.0898; 4.6987
2000-09-20-18; 1.0000; 4.6479
2000-09-20-19; 1.0221; 4.6987
2000-09-20-20; 1.0112; 4.7746
2000-09-20-21; 0.9764; 4.8390
2000-09-20-22; 0.8917; 4.7109
2000-09-20-23; 0.9454; 4.9119
2000-09-21-00; 0.8916; 4.8227
2000-09-21-01; 0.8828; 4.8368
2000-09-21-02; 0.9900; 4.8904
2000-09-21-03; 0.8159; 4.5300
2000-09-21-04; 0.9326; 4.7682
2000-09-21-05; 0.9045; 4.7488
2000-09-21-06; 0.9494; 4.8530
2000-09-21-07; 0.8802; 4.6865
2000-09-21-08; 0.9353; 4.7332
2000-09-21-09; 0.8908; 4.6423
2000-09-21-10; 0.8356; 4.6607
2000-09-21-11; 0.8508; 4.7788
2000-09-21-12; 0.7949; 4.7928
2000-09-21-13; 0.7375; 4.7101
2000-09-21-14; 0.6967; 4.5887
2000-09-21-15; 0.6721; 4.7224
2000-09-21-16; 0.6529; 4.8166
2000-09-21-17; 0.7394; 5.0761
2000-09-21-18; 0.7935; 5.3229
2000-09-21-19; 0.8385; 5.2820
2000-09-21-20; 0.8623; 5.3821
2000-09-21-21; 0.8771; 5.4765
2000-09-21-22; 0.9022; 5.3386
2000-09-21-23; 0.9054; 5.4362
2000-09-22-00; 0.9432; 5.9397
2000-09-22-01; 0.9061; 5.7728
2000-09-22-02; 0.7847; 5.5743
2000-09-22-03; 0.9127; 6.0241
2000-09-22-04; 0.9964; 5.9043
2000-09-22-05; 0.9421; 5.6674
2000-09-22-06; 0.9951; 5.3333
2000-09-22-07; 1.0245; 5.4070
2000-09-22-08; 0.9848; 5.1396
2000-09-22-09; 1.1096; 5.0899
2000-09-22-10; 1.0795; 5.0585
2000-09-22-11; 1.0961; 4.9827
2000-09-22-12; 1.1712; 4.8867
2000-09-22-13; 1.1165; 4.7918
2000-09-22-14; 1.1750; 4.8504
2000-09-22-16; 1.0289; 4.5501
2000-09-22-17; 1.1765; 4.7261
2000-09-22-18; 1.2428; 4.8558
2000-09-22-19; 1.2988; 4.9850
2000-09-22-20; 1.1750; 4.8029
2000-09-22-21; 1.1696; 4.9444
2000-09-22-22; 1.1917; 4.9175
2000-09-22-23; 1.2128; 5.2370
2000-09-23-00; 1.1644; 5.2214
2000-09-23-01; 1.0602; 5.1587
2000-09-23-02; 1.0685; 5.2875
2000-09-23-03; 1.0325; 5.0151
2000-09-23-04; 1.0482; 4.9801
2000-09-23-05; 0.9719; 4.7489
2000-09-23-06; 1.0540; 4.9425
2000-09-23-07; 1.0244; 4.5293
2000-09-23-08; 0.9488; 4.6038
2000-09-23-09; 0.9229; 4.4465
2000-09-23-10; 1.0356; 4.5238
2000-09-23-11; 0.9928; 4.4593
2000-09-23-12; 0.9166; 4.4788
2000-09-23-13; 0.9194; 4.5700
2000-09-23-14; 0.9040; 4.6882
2000-09-23-15; 0.8407; 4.5908
2000-09-23-16; 0.9042; 4.5402
2000-09-23-17; 0.8911; 4.6114
2000-09-23-18; 0.8781; 4.5444
2000-09-23-19; 0.8945; 4.5805
2000-09-23-20; 0.8501; 4.4805
2000-09-23-21; 0.8943; 4.5794
2000-09-23-22; 0.8341; 4.5698
2000-09-23-23; 0.7736; 4.4893
2000-09-24-00; 0.8456; 4.4921
2000-09-24-01; 0.8420; 4.2473
2000-09-24-02; 0.8233; 4.2655
2000-09-24-03; 0.8030; 4.2173
2000-09-24-04; 0.7780; 4.0875
2000-09-24-05; 0.8349; 4.1299
2000-09-24-06; 0.7652; 4.1323
2000-09-24-07; 0.7660; 4.0628
2000-09-24-08; 0.7673; 4.0876
2000-09-24-09; 0.7920; 4.2043
2000-09-24-10; 0.8033; 4.3973
2000-09-24-11; 0.7850; 4.3386
2000-09-24-12; 0.8380; 4.4341
2000-09-24-13; 0.7660; 4.4465
2000-09-24-14; 0.7864; 4.5346
2000-09-24-15; 0.7678; 4.3163
2000-09-24-16; 0.8021; 4.6266
2000-09-24-17; 0.7652; 4.6812
2000-09-24-18; 0.7302; 4.6758
2000-09-24-19; 0.7579; 4.6879
2000-09-24-20; 0.7246; 4.5220
2000-09-24-21; 0.7120; 4.5423
2000-09-24-22; 0.6950; 4.5163
2000-09-24-23; 0.6716; 4.3757
2000-09-25-00; 0.7518; 4.7184
2000-09-25-01; 0.7163; 4.6676
2000-09-25-02; 0.7179; 4.5279
2000-09-25-03; 0.7157; 4.4951
2000-09-25-04; 0.6804; 4.3117
2000-09-25-05; 0.7218; 4.2283
2000-09-25-06; 0.7268; 4.2466
2000-09-25-07; 0.7227; 4.2203
2000-09-25-08; 0.6897; 4.2016
2000-09-25-09; 0.7038; 4.3151
2000-09-25-10; 0.7480; 4.3845
2000-09-25-11; 0.7115; 4.4538
2000-09-25-12; 0.6762; 4.4417
2000-09-25-13; 0.6059; 4.3315
2000-09-25-14; 0.5680; 4.2882
2000-09-25-15; 0.5475; 4.4786
2000-09-25-16; 0.4855; 4.3409
2000-09-25-17; 0.5327; 4.6031
2000-09-25-18; 0.4618; 4.6488
2000-09-25-19; 0.5081; 4.7255
2000-09-26-00; 0.4639; 4.7304
2000-09-26-01; 0.5041; 4.8015
2000-09-26-02; 0.4587; 4.6661
2000-09-26-03; 0.5606; 4.6352
2000-09-26-04; 0.5417; 4.6091
2000-09-26-05; 0.4691; 4.4899
2000-09-26-06; 0.5450; 4.6396
2000-09-26-07; 0.5033; 4.3669
2000-09-26-08; 0.7862; 3.9205
2000-09-26-09; 0.9228; 4.2874
2000-09-26-10; 0.9920; 4.6480
2000-09-26-11; 1.2561; 5.2107
2000-09-26-12; 1.4493; 5.1726
2000-09-26-13; 1.5168; 4.8264
2000-09-26-14; 1.7770; 4.7515
2000-09-26-15; 1.7263; 4.6816
2000-09-26-16; 1.8335; 4.9795
2000-09-26-17; 1.8176; 4.9529
2000-09-26-18; 2.0429; 5.2835
2000-09-26-19; 2.1642; 5.3250
2000-09-26-20; 1.9481; 5.1353
2000-09-26-21; 1.9458; 5.0532
2000-09-26-22; 1.6975; 4.7437
2000-09-26-23; 1.6342; 4.6921
2000-09-27-00; 1.5903; 4.4937
2000-09-27-01; 1.5144; 4.5474
2000-09-27-02; 1.5369; 4.4470
2000-09-27-03; 1.4499; 4.2589
2000-09-27-04; 1.5118; 4.3294
2000-09-27-05; 1.2625; 3.9528
2000-09-27-06; 1.3543; 4.2771
2000-09-27-07; 1.3053; 4.1115
2000-09-27-08; 1.2776; 4.1345
2000-09-27-09; 1.2700; 4.0365
2000-09-27-10; 1.2522; 4.1066
2000-09-27-11; 1.2835; 4.0448
2000-09-27-12; 1.3621; 3.9857
2000-09-27-13; 1.3210; 3.9202
2000-09-27-14; 1.2979; 3.7672
2000-09-27-15; 1.3394; 3.8741
2000-09-27-16; 1.2681; 3.8164
2000-09-27-17; 1.2891; 3.8989
2000-09-27-18; 1.2064; 3.8274
2000-09-27-19; 1.1000; 3.6538
2000-09-27-20; 1.1655; 3.7957
2000-09-27-21; 1.1455; 3.7006
2000-09-27-22; 1.1937; 3.7395
2000-09-27-23; 1.1121; 3.6611
2000-09-28-00; 1.2163; 3.7616
2000-09-28-01; 1.1852; 3.7484
2000-09-28-02; 1.1323; 3.7714
2000-09-28-03; 1.1959; 3.7021
2000-09-28-04; 1.1508; 3.7152
2000-09-28-05; 1.1366; 3.6940
2000-09-28-06; 1.0856; 3.8394
2000-09-28-07; 1.0583; 3.8159
2000-09-28-08; 1.0923; 3.8094
2000-09-28-09; 1.0667; 3.8064
2000-09-28-10; 1.1064; 3.7327
2000-09-28-11; 1.0727; 3.7447
2000-09-28-12; 1.0918; 3.6361
2000-09-28-13; 1.1140; 3.8616
2000-09-28-14; 1.1375; 3.6997
2000-09-28-15; 1.1569; 3.7903
2000-09-28-16; 1.2333; 3.8221
2000-09-28-17; 1.1858; 3.9053
2000-09-28-18; 1.1851; 3.9059
2000-09-28-19; 1.1696; 3.9613
2000-09-28-20; 1.0703; 3.9195
2000-09-28-21; 1.0312; 3.9340
2000-09-28-22; 0.9178; 3.9229
2000-09-28-23; 0.8063; 3.8637
2000-09-29-00; 0.8194; 3.9747
2000-09-29-01; 0.7823; 3.9373
2000-09-29-02; 0.8950; 3.7674
2000-09-29-03; 1.3622; 4.0534
2000-09-29-04; 2.4415; 5.2633
2000-09-29-05; 2.4727; 5.2179
2000-09-29-06; 2.4485; 5.0673
2000-09-29-07; 2.1461; 4.7399
2000-09-29-08; 1.9962; 4.6330
2000-09-29-09; 2.2010; 4.9010
2000-09-29-10; 1.9795; 4.6484
2000-09-29-11; 2.0588; 4.6325
2000-09-29-12; 1.8513; 4.5839
2000-09-29-13; 2.0046; 4.8231
2000-09-29-14; 1.9220; 4.6627
2000-09-29-15; 1.9991; 4.8556
2000-09-29-16; 1.8846; 4.7231
2000-09-29-17; 1.7896; 4.7334
2000-09-29-18; 1.8318; 4.7341
2000-09-29-19; 1.8257; 4.8379
2000-09-29-20; 1.6392; 4.7621
2000-09-29-21; 1.7419; 4.8401
2000-09-29-22; 1.6353; 4.9469
2000-09-29-23; 1.5026; 4.7912
2000-09-30-00; 1.5998; 5.1812
2000-09-30-01; 1.3978; 5.0860
2000-09-30-02; 1.4428; 5.0272
2000-09-30-03; 1.5533; 4.8974
2000-09-30-04; 1.6201; 4.9145
2000-09-30-05; 1.8285; 5.0791
2000-09-30-06; 2.0713; 5.0912
2000-09-30-07; 2.0786; 5.0572
2000-09-30-08; 1.9827; 4.9272
2000-09-30-09; 1.8062; 5.0503
2000-09-30-10; 2.1128; 5.0347
2000-09-30-11; 1.9115; 4.8040
2000-09-30-12; 2.0727; 5.0459
2000-09-30-13; 1.7161; 4.8051
2000-09-30-14; 1.7155; 4.7797
2000-09-30-15; 1.6470; 4.8635
2000-09-30-16; 1.6970; 5.0687
2000-09-30-17; 1.5131; 4.9292
2000-09-30-18; 1.4690; 5.1581
2000-09-30-19; 1.4906; 5.0716
2000-09-30-20; 1.4996; 5.3341
2000-09-30-21; 1.5044; 5.4031
2000-09-30-22; 1.4982; 5.4668
2000-09-30-23; 1.3539; 5.2427
2000-10-01-00; 1.4088; 5.1996
2000-10-01-01; 1.2942; 4.7032
2000-10-01-02; 1.2287; 4.6412
2000-10-01-03; 1.3840; 4.5922
2000-10-01-04; 1.4153; 4.3228
2000-10-01-05; 1.5093; 4.4718
2000-10-01-06; 1.5889; 4.5375
2000-10-01-07; 1.6280; 4.5781
2000-10-01-08; 1.5954; 4.6300
2000-10-01-09; 1.4204; 4.4444
2000-10-01-10; 1.3215; 4.5221
2000-10-01-11; 1.3134; 4.5398
2000-10-01-12; 1.2993; 4.3910
2000-10-01-13; 1.3051; 4.6740
2000-10-01-14; 1.2457; 4.6835
2000-10-01-15; 1.2275; 4.8006
2000-10-01-16; 1.2702; 5.0729
2000-10-01-17; 1.2098; 5.2074
2000-10-01-18; 1.1875; 4.8607
2000-10-01-19; 1.3741; 5.0110
2000-10-01-20; 1.3917; 4.8413
2000-10-01-21; 1.4076; 4.8959
2000-10-01-22; 1.4146; 4.9236
2000-10-01-23; 1.3708; 4.7218
2000-10-02-00; 1.4354; 4.6322
2000-10-02-01; 1.4465; 4.4513
2000-10-02-02; 1.4352; 4.5059
2000-10-02-03; 1.3869; 4.4602
2000-10-02-04; 1.4519; 4.4891
2000-10-02-05; 1.4810; 4.5149
2000-10-02-06; 1.4300; 4.5342
2000-10-02-07; 1.3473; 4.6948
2000-10-02-08; 1.4476; 4.6833
2000-10-02-09; 1.4916; 4.7960
2000-10-02-10; 1.4261; 4.8301
2000-10-02-11; 1.3578; 4.7465
2000-10-02-12; 1.2643; 4.7826
2000-10-02-13; 1.2974; 4.7892
2000-10-02-14; 1.1548; 4.6391
2000-10-02-15; 1.1797; 4.6968
2000-10-02-16; 1.2023; 4.7264
2000-10-02-17; 1.1154; 4.4517
2000-10-02-18; 1.1907; 4.6585
2000-10-02-19; 1.1056; 4.4597
2000-10-02-20; 1.1200; 4.4799
2000-10-02-21; 1.1508; 4.3407
2000-10-02-22; 1.1980; 4.4038
2000-10-02-23; 1.2211; 4.1779
2000-10-03-00; 1.1517; 4.1969
2000-10-03-01; 1.2838; 4.1380
2000-10-03-02; 1.2871; 3.9043
2000-10-03-03; 1.3830; 4.1549
2000-10-03-04; 1.4105; 4.1605
2000-10-03-05; 1.4648; 4.3213
2000-10-03-06; 1.6230; 4.5643
2000-10-03-07; 1.5178; 4.3865
2000-10-03-08; 1.6779; 4.7059
2000-10-03-09; 1.6635; 4.9892
2000-10-03-10; 1.7615; 5.2092
2000-10-03-11; 1.6432; 5.1066
2000-10-03-12; 1.7366; 5.3760
2000-10-03-13; 1.7536; 5.3140
2000-10-03-14; 1.4623; 5.0464
2000-10-03-15; 1.5808; 5.0790
2000-10-03-16; 1.5571; 4.9439
2000-10-03-17; 1.4771; 4.8056
2000-10-03-18; 1.5117; 4.7660
2000-10-03-19; 1.6102; 4.9414
2000-10-03-20; 1.5690; 4.9283
2000-10-03-21; 1.5374; 4.8274
2000-10-03-22; 1.5390; 4.5474
2000-10-03-23; 1.6185; 4.7251
2000-10-04-00; 1.6388; 4.9409
2000-10-04-01; 1.5088; 4.7282
2000-10-04-02; 1.7431; 4.8433
2000-10-04-03; 1.7000; 4.7745
2000-10-04-04; 1.7061; 4.8587
2000-10-04-05; 1.6728; 5.1528
2000-10-04-06; 1.7521; 5.0850
2000-10-04-07; 1.7298; 5.0855
2000-10-04-08; 1.5605; 5.1624
2000-10-04-09; 1.7632; 5.3980
2000-10-04-10; 1.6418; 5.3625
2000-10-04-11; 1.6214; 5.5151
2000-10-04-12; 1.4984; 5.3355
2000-10-04-13; 1.5002; 5.5145
2000-10-04-14; 1.4290; 5.4893
2000-10-04-15; 1.3898; 5.5624
2000-10-04-16; 1.2389; 5.2913
2000-10-04-17; 1.3886; 5.6072
2000-10-04-18; 1.2646; 5.3654
2000-10-04-19; 1.3190; 5.6618
2000-10-04-20; 1.2228; 5.3574
2000-10-04-21; 1.2763; 5.4521
2000-10-04-22; 1.2679; 5.2276
2000-10-04-23; 1.2897; 5.1709
2000-10-05-00; 1.2074; 5.0084
2000-10-05-01; 1.1485; 4.7920
2000-10-05-02; 1.2516; 4.8050
2000-10-05-03; 1.2099; 4.6611
2000-10-05-04; 1.1583; 4.7293
2000-10-05-05; 1.1442; 4.9213
2000-10-05-06; 1.2344; 5.0385
2000-10-05-07; 1.1888; 4.8755
2000-10-05-08; 1.2107; 4.8125
2000-10-05-09; 1.2268; 4.9734
2000-10-05-10; 1.1901; 5.0587
2000-10-05-11; 1.2708; 5.0708
2000-10-05-12; 1.3449; 5.3413
2000-10-05-13; 1.4024; 5.4266
2000-10-05-14; 1.3243; 5.4693
2000-10-05-15; 1.4256; 5.6080
2000-10-05-16; 1.3351; 5.3294
2000-10-05-17; 1.4373; 5.4655
2000-10-05-18; 1.4011; 5.6101
2000-10-05-19; 1.3767; 5.5507
2000-10-05-20; 1.3606; 5.4993
2000-10-05-21; 1.4343; 5.6822
2000-10-05-22; 1.5078; 5.7375
2000-10-05-23; 1.4220; 5.6572
2000-10-06-00; 1.3988; 5.7521
2000-10-06-01; 1.3527; 5.7126
2000-10-06-02; 1.3508; 5.4678
2000-10-06-03; 1.4387; 5.6867
2000-10-06-04; 1.5830; 6.1351
2000-10-06-05; 1.5263; 5.9763
2000-10-06-06; 1.5428; 6.0951
2000-10-06-07; 1.5737; 6.2679
2000-10-06-08; 1.7308; 6.6463
2000-10-06-09; 1.8699; 6.7809
2000-10-06-10; 1.8644; 6.6038
2000-10-06-11; 1.9705; 6.5822
2000-10-06-12; 1.8825; 6.3020
2000-10-06-13; 1.7805; 6.3731
2000-10-06-14; 1.7036; 5.9904
2000-10-06-15; 1.4876; 6.0234
2000-10-06-16; 1.5311; 6.0463
2000-10-06-17; 1.3914; 6.0517
2000-10-06-18; 1.2980; 5.8428
2000-10-06-19; 1.3403; 5.9310
2000-10-06-20; 1.2197; 6.0343
2000-10-06-21; 1.2357; 6.0058
2000-10-06-22; 1.1282; 5.7076
2000-10-06-23; 1.1047; 5.7223
2000-10-07-00; 1.0753; 5.7460
2000-10-07-01; 1.0312; 5.7427
2000-10-07-02; 1.0171; 5.4388
2000-10-07-03; 0.9992; 5.5430
2000-10-07-04; 0.8860; 5.3192
2000-10-07-05; 1.0475; 5.1223
2000-10-07-06; 0.8993; 5.5870
2000-10-07-07; 0.8486; 4.8757
2000-10-07-08; 0.7576; 5.1007
2000-10-07-09; 0.6900; 5.6330
2000-10-07-10; 0.6588; 5.8191
2000-10-07-11; 0.5844; 5.0378
2000-10-07-12; 0.6187; 4.7209
2000-10-07-13; 0.6105; 5.0119
2000-10-07-14; 0.5205; 4.9294
2000-10-07-15; 0.4953; 5.2517
2000-10-07-16; 0.5274; 5.4883
2000-10-07-17; 0.7213; 5.3841
2000-10-07-18; 0.7898; 5.1999
2000-10-07-19; 0.8581; 5.0874
2000-10-07-20; 0.8235; 4.7600
2000-10-07-21; 0.7724; 4.1773
2000-10-07-22; 0.8810; 3.6141
2000-10-07-23; 1.0002; 3.7168
2000-10-08-00; 1.1275; 3.7273
2000-10-08-01; 1.3965; 3.9854
2000-10-08-02; 1.5520; 4.2434
2000-10-08-03; 1.7825; 4.5350
2000-10-08-04; 1.8066; 4.5950
2000-10-08-05; 1.8841; 4.6660
2000-10-08-06; 1.9274; 4.7252
2000-10-08-07; 1.8535; 4.7234
2000-10-08-08; 1.9733; 4.9561
2000-10-08-09; 1.8098; 4.8125
2000-10-08-10; 1.7863; 4.9146
2000-10-08-11; 1.6779; 4.8509
2000-10-08-12; 1.7055; 4.8916
2000-10-08-13; 1.7769; 4.9889
2000-10-08-14; 1.8057; 5.1554
2000-10-08-15; 1.9046; 5.2831
2000-10-08-16; 1.9888; 5.2460
2000-10-08-17; 2.3817; 5.6164
2000-10-08-18; 2.4887; 5.6136
2000-10-08-19; 2.5128; 5.7624
2000-10-08-20; 2.6560; 5.7800
2000-10-08-21; 2.7633; 5.6423
2000-10-08-22; 2.6988; 5.6242
2000-10-08-23; 2.4911; 5.5266
2000-10-09-00; 2.6435; 5.6462
2000-10-09-01; 2.9448; 5.7634
2000-10-09-02; 2.7351; 5.6015
2000-10-09-03; 3.0199; 5.8883
2000-10-09-04; 3.0099; 5.8773
2000-10-09-05; 2.9893; 5.9731
2000-10-09-06; 3.2324; 6.1819
2000-10-09-08; 3.4074; 6.3240
2000-10-09-09; 3.2021; 6.1870
2000-10-09-10; 3.2656; 6.3058
2000-10-09-11; 3.0231; 6.1674
2000-10-09-12; 3.1352; 6.2462
2000-10-09-13; 3.1720; 6.5059
2000-10-09-14; 3.2018; 6.6480
2000-10-09-15; 3.3371; 6.5954
2000-10-09-16; 3.3095; 6.5899
2000-10-09-17; 2.8315; 6.3188
2000-10-09-18; 3.1496; 6.6442
2000-10-09-19; 3.2236; 6.8702
2000-10-09-20; 3.1506; 6.6597
2000-10-09-21; 2.9556; 6.3012
2000-10-09-22; 3.2069; 6.3702
2000-10-09-23; 3.2800; 6.4520
2000-10-10-00; 3.2523; 6.4466
2000-10-10-01; 3.1449; 6.4138
2000-10-10-02; 3.0507; 6.0979
2000-10-10-03; 3.2200; 6.3093
2000-10-10-04; 2.9121; 6.1350
2000-10-10-05; 2.7757; 6.1705
2000-10-10-06; 2.8188; 6.0135
2000-10-10-07; 2.7017; 6.0649
2000-10-10-08; 2.6765; 6.1117
2000-10-10-09; 2.6518; 6.1194
2000-10-10-10; 2.6788; 6.1598
2000-10-10-11; 2.3967; 6.1317
2000-10-10-12; 2.5069; 6.0300
2000-10-10-13; 2.3317; 6.0010
2000-10-10-14; 2.2551; 6.0475
2000-10-10-15; 2.2594; 5.8113
2000-10-10-16; 2.2520; 5.8012
2000-10-10-17; 2.2136; 5.9342
2000-10-10-18; 2.3389; 6.0799
2000-10-10-19; 2.2849; 5.9615
2000-10-10-20; 2.3351; 5.8693
2000-10-10-21; 2.2731; 5.9223
2000-10-10-22; 2.1067; 5.6609
2000-10-10-23; 2.1604; 5.8566
2000-10-11-00; 2.0787; 5.5812
2000-10-11-01; 2.1097; 5.4285
2000-10-11-02; 1.8783; 5.2085
2000-10-11-03; 1.9829; 5.4641
2000-10-11-04; 1.7345; 5.1801
2000-10-11-05; 1.7342; 5.3977
2000-10-11-06; 1.6832; 5.3804
2000-10-11-07; 1.6024; 5.1588
2000-10-11-08; 1.5747; 5.1523
2000-10-11-09; 1.5422; 5.2299
2000-10-11-10; 1.5637; 5.0680
2000-10-11-11; 1.5939; 5.0851
2000-10-11-12; 1.7669; 5.3027
2000-10-11-13; 1.8649; 5.5462
2000-10-11-14; 1.8478; 5.5377
2000-10-11-15; 1.7283; 5.5024
2000-10-11-16; 1.7790; 5.3731
2000-10-11-17; 1.7960; 5.3135
2000-10-11-18; 1.8357; 5.2626
2000-10-11-19; 1.9276; 5.2647
2000-10-11-20; 2.0933; 5.5715
2000-10-11-21; 1.9123; 5.3441
2000-10-11-22; 1.9747; 5.5007
2000-10-11-23; 1.9898; 5.2914
2000-10-12-00; 1.9696; 5.2072
2000-10-12-01; 2.2554; 5.4730
2000-10-12-02; 2.4681; 5.6340
2000-10-12-03; 2.4837; 5.5792
2000-10-12-04; 2.5150; 5.7316
2000-10-12-05; 2.7941; 6.0488
2000-10-12-06; 2.7411; 6.1585
2000-10-12-07; 2.7287; 6.1557
2000-10-12-08; 2.7108; 6.2517
2000-10-12-09; 2.6329; 6.2696
2000-10-12-10; 2.4776; 6.2640
2000-10-12-11; 2.4422; 6.1401
2000-10-12-12; 2.3674; 6.0998
2000-10-12-13; 2.4150; 6.2748
2000-10-12-14; 2.2187; 6.0807
2000-10-12-15; 2.2747; 6.2350
2000-10-12-16; 2.0052; 5.9513
2000-10-12-17; 2.0331; 5.9029
2000-10-12-18; 2.1449; 5.9987
2000-10-12-19; 1.8453; 5.6014
2000-10-12-20; 2.1081; 5.6392
2000-10-12-21; 1.9113; 5.4592
2000-10-12-22; 1.9872; 5.3203
2000-10-12-23; 1.9978; 5.3558
2000-10-13-00; 2.1385; 5.3615
2000-10-13-01; 2.1317; 5.4101
2000-10-13-02; 2.1657; 5.4912
2000-10-13-03; 2.1114; 5.3312
2000-10-13-04; 2.2423; 5.3842
2000-10-13-05; 2.0394; 5.2161
2000-10-13-06; 2.0947; 5.3089
2000-10-13-07; 2.0244; 5.4481
2000-10-13-08; 2.0856; 5.3852
2000-10-13-09; 1.9710; 5.3080
2000-10-13-10; 1.8470; 5.4645
2000-10-13-11; 1.9055; 5.4700
2000-10-13-12; 1.8635; 5.7023
2000-10-13-13; 1.8945; 6.0096
2000-10-13-14; 1.8249; 5.8566
2000-10-13-15; 1.8246; 5.9610
2000-10-13-16; 1.5717; 5.6745
2000-10-13-17; 1.5380; 5.4216
2000-10-13-18; 1.5883; 5.5613
2000-10-13-19; 1.6882; 5.2113
2000-10-13-20; 1.5950; 5.0051
2000-10-13-21; 1.6111; 5.0275
2000-10-13-22; 1.7524; 5.0991
2000-10-13-23; 1.8503; 5.1084
2000-10-14-00; 1.8828; 5.0722
2000-10-14-01; 2.0947; 5.3035
2000-10-14-03; 1.8849; 5.0122
2000-10-14-04; 1.7970; 4.8949
2000-10-14-05; 1.8941; 5.2071
2000-10-14-06; 1.8953; 5.1815
2000-10-14-07; 1.9266; 5.3821
2000-10-14-08; 1.8557; 5.6081
2000-10-14-09; 2.0732; 5.8548
2000-10-14-10; 1.9154; 5.8479
2000-10-14-11; 2.0932; 5.9912
2000-10-14-12; 1.8065; 5.7589
2000-10-14-13; 1.8217; 6.1125
2000-10-14-14; 1.6832; 5.8730
2000-10-14-15; 1.6240; 5.7384
2000-10-14-16; 1.6552; 5.7032
2000-10-14-17; 1.6349; 5.9875
2000-10-14-18; 1.4727; 5.6882
2000-10-14-19; 1.3910; 5.5675
2000-10-14-20; 1.5205; 5.8226
2000-10-14-21; 1.4044; 5.2740
2000-10-14-22; 1.4889; 5.1802
2000-10-14-23; 1.4180; 5.1298
2000-10-15-00; 1.4121; 4.7969
2000-10-15-01; 1.3735; 4.6289
2000-10-15-02; 1.4805; 5.0871
2000-10-15-03; 1.3353; 4.8260
2000-10-15-05; 1.3806; 4.6420
2000-10-15-06; 1.4490; 4.5127
2000-10-15-07; 1.6248; 4.6763
2000-10-15-08; 1.4400; 4.6600
2000-10-15-09; 1.5252; 4.7131
2000-10-15-10; 1.4834; 4.6847
2000-10-15-11; 1.5512; 4.9578
2000-10-15-12; 1.4389; 4.9704
2000-10-15-13; 1.4237; 4.9089
2000-10-15-14; 1.3833; 5.1919
2000-10-15-15; 1.3893; 5.3232
2000-10-15-16; 1.2536; 5.2024
2000-10-15-17; 1.1368; 5.0396
2000-10-15-18; 1.2475; 5.2001
2000-10-15-19; 1.0988; 5.0272
2000-10-15-20; 1.1090; 4.9838
2000-10-15-21; 1.0501; 4.9012
2000-10-15-22; 1.0401; 4.9966
2000-10-15-23; 1.0585; 4.9368
2000-10-16-00; 0.9912; 4.7997
2000-10-16-01; 0.8850; 4.5180
2000-10-16-02; 0.9249; 4.5231
2000-10-16-03; 0.8381; 4.2065
2000-10-16-04; 0.9466; 4.5141
2000-10-16-05; 0.8933; 4.4882
2000-10-16-06; 0.8218; 4.3315
2000-10-16-07; 0.8196; 4.1736
2000-10-16-08; 0.8475; 4.2203
2000-10-16-09; 0.7887; 4.2347
2000-10-16-10; 0.8259; 4.1710
2000-10-16-11; 0.8361; 4.1051
2000-10-16-12; 0.8788; 4.2922
2000-10-16-13; 0.9555; 4.6028
2000-10-16-14; 1.0558; 4.7142
2000-10-16-15; 1.2265; 4.9603
2000-10-16-17; 1.1404; 4.9354
2000-10-16-18; 1.1452; 4.9829
2000-10-16-19; 0.9637; 4.8444
2000-10-16-20; 1.0195; 4.8635
2000-10-16-22; 0.9268; 4.7973
2000-10-16-23; 0.9167; 4.7154
2000-10-17-00; 0.8982; 4.7580
2000-10-17-01; 0.7957; 4.5719
2000-10-17-02; 0.7657; 4.6133
2000-10-17-03; 0.7910; 4.4964
2000-10-17-04; 0.7938; 4.3816
2000-10-17-05; 0.7665; 4.3084
2000-10-17-06; 0.8040; 4.3572
2000-10-17-07; 0.7618; 4.1913
2000-10-17-08; 0.7600; 4.1292
2000-10-17-09; 0.7030; 4.0913
2000-10-17-10; 0.6774; 4.1866
2000-10-17-11; 0.6993; 4.2195
2000-10-17-12; 0.6567; 4.3734
2000-10-17-13; 0.6419; 4.4826
2000-10-17-14; 0.6216; 4.2229
2000-10-17-15; 0.5885; 4.3261
2000-10-17-16; 0.5606; 4.3263
2000-10-17-17; 0.4953; 4.2421
2000-10-17-18; 0.4875; 4.3208
2000-10-17-19; 0.4494; 4.4492
2000-10-17-20; 0.4459; 4.5885
2000-10-17-21; 0.4044; 4.4709
2000-10-17-22; 0.3964; 4.1859
2000-10-17-23; 0.4024; 4.1578
2000-10-18-00; 0.3984; 4.1928
2000-10-18-01; 0.3735; 4.2198
2000-10-18-02; 0.3581; 3.9369
2000-10-18-03; 0.3772; 3.8401
2000-10-18-04; 0.3882; 3.8470
2000-10-18-05; 0.3877; 3.7869
2000-10-18-06; 0.3923; 3.7993
2000-10-18-07; 0.3918; 3.8335
2000-10-18-08; 0.3702; 3.6910
2000-10-18-09; 0.3979; 3.9486
2000-10-18-10; 0.3867; 3.8468
2000-10-18-11; 0.3820; 4.2411
2000-10-18-12; 0.3626; 3.9782
2000-10-18-13; 0.3559; 4.1173
2000-10-18-14; 0.3697; 4.3144
2000-10-18-15; 0.3581; 4.3555
2000-10-18-16; 0.3421; 4.1904
2000-10-18-17; 0.3350; 4.1840
