time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2010-02-05-09; 2.3773; 5.4817
2010-02-05-10; 2.2353; 5.4628
2010-02-05-11; 2.1173; 5.3761
2010-02-05-12; 1.9738; 5.3986
2010-02-05-13; 2.1345; 5.7216
2010-02-05-14; 2.1756; 6.0923
2010-02-05-15; 1.7733; 5.6918
2010-02-05-16; 1.9056; 5.8848
2010-02-05-17; 1.6888; 5.5435
2010-02-05-18; 1.7465; 5.8498
2010-02-05-19; 1.7366; 5.8731
2010-02-05-20; 1.8596; 5.9424
2010-02-05-21; 1.5811; 5.4635
2010-02-05-22; 1.6221; 5.2341
2010-02-05-23; 1.5054; 5.2241
2010-02-06-00; 1.5225; 5.0976
2010-02-06-01; 1.5283; 5.1241
2010-02-06-02; 1.3825; 4.9216
2010-02-06-03; 1.4415; 4.9694
2010-02-06-04; 1.5372; 4.9550
2010-02-06-05; 1.6020; 4.7722
2010-02-06-06; 1.5430; 4.7080
2010-02-06-07; 1.8202; 4.8514
2010-02-06-08; 1.8146; 4.8771
2010-02-06-09; 2.1515; 4.8918
2010-02-06-10; 2.0354; 4.8646
2010-02-06-11; 2.2295; 4.9879
2010-02-06-12; 2.0724; 4.9257
2010-02-06-13; 1.8379; 4.8983
2010-02-06-14; 2.0689; 5.4854
2010-02-06-15; 1.9343; 5.2757
2010-02-06-16; 1.7023; 5.3199
2010-02-06-17; 1.6110; 5.2638
2010-02-06-18; 1.6201; 5.3661
2010-02-06-19; 1.5759; 5.3848
2010-02-06-20; 1.5971; 5.3097
2010-02-06-21; 1.4630; 5.1752
2010-02-06-22; 1.3803; 4.7931
2010-02-06-23; 1.5458; 4.9229
2010-02-07-00; 1.5151; 4.9417
2010-02-07-01; 1.7320; 5.1025
2010-02-07-02; 1.6979; 4.9629
2010-02-07-03; 1.6801; 4.9684
2010-02-07-04; 1.6901; 5.0394
2010-02-07-05; 1.6704; 5.1154
2010-02-07-06; 1.6232; 5.0980
2010-02-07-07; 1.6748; 5.1352
2010-02-07-08; 1.6524; 5.0916
2010-02-07-09; 1.5569; 5.2023
2010-02-07-10; 1.4131; 4.8864
2010-02-07-11; 1.4887; 4.9397
2010-02-07-12; 1.3267; 4.8635
2010-02-07-13; 1.2945; 4.9517
2010-02-07-14; 1.1426; 4.8170
2010-02-07-15; 1.1370; 4.7490
2010-02-07-16; 1.1704; 4.9558
2010-02-07-17; 1.0631; 4.7114
2010-02-07-18; 1.1160; 4.9363
2010-02-07-19; 1.0076; 4.7843
2010-02-07-20; 1.0435; 4.9008
2010-02-07-21; 0.9150; 4.8514
2010-02-07-22; 1.0004; 4.8805
2010-02-07-23; 0.8802; 4.8613
2010-02-08-00; 0.8371; 4.6765
2010-02-08-01; 0.8430; 5.0141
2010-02-08-02; 0.8273; 4.8038
2010-02-08-03; 0.7414; 4.7776
2010-02-08-04; 0.8047; 4.9236
2010-02-08-05; 0.7040; 4.5712
2010-02-08-06; 0.7051; 4.6061
2010-02-08-07; 0.6892; 4.3343
2010-02-08-08; 0.7239; 4.1510
2010-02-08-09; 0.7661; 3.9346
2010-02-08-10; 0.8363; 4.0464
2010-02-08-11; 0.8747; 4.0468
2010-02-08-12; 0.8142; 4.1835
2010-02-08-13; 0.9020; 4.1954
2010-02-08-14; 0.9216; 4.2091
2010-02-08-15; 0.8616; 4.1768
2010-02-08-16; 0.8050; 4.1176
2010-02-08-17; 1.0286; 4.1434
2010-02-08-18; 1.0230; 4.1396
2010-02-08-19; 1.1306; 4.2632
2010-02-08-20; 1.1997; 4.2990
2010-02-08-21; 1.2414; 4.3932
2010-02-08-22; 1.3074; 4.4332
2010-02-08-23; 1.4492; 4.6426
2010-02-09-00; 1.3340; 4.4968
2010-02-09-01; 1.3831; 4.5560
2010-02-09-02; 1.6134; 4.8039
2010-02-09-03; 1.5232; 4.7957
2010-02-09-04; 1.6179; 4.8966
2010-02-09-05; 1.5754; 4.8262
2010-02-09-06; 1.7828; 5.1469
2010-02-09-07; 1.5263; 4.9801
2010-02-09-08; 1.6111; 5.1700
2010-02-09-09; 1.6716; 5.3086
2010-02-09-10; 1.6791; 5.2916
2010-02-09-11; 1.8432; 5.3822
2010-02-09-12; 1.8538; 5.4141
2010-02-09-13; 1.8551; 5.4507
2010-02-09-14; 1.9323; 5.7046
2010-02-09-15; 1.8355; 5.6770
2010-02-09-16; 1.7721; 5.6492
2010-02-09-17; 1.5406; 4.9073
2010-02-09-18; 1.6933; 4.7299
2010-02-09-19; 1.9046; 4.8194
2010-02-09-20; 2.1004; 4.8826
2010-02-09-21; 1.9609; 4.6902
2010-02-09-22; 1.9764; 4.8693
2010-02-09-23; 2.3214; 5.1679
2010-02-10-00; 2.5835; 5.6561
2010-02-10-01; 2.7154; 5.7951
2010-02-10-02; 3.0637; 6.2950
2010-02-10-03; 2.8862; 6.3044
2010-02-10-04; 2.9413; 6.3462
2010-02-10-05; 2.8583; 6.3599
2010-02-10-06; 2.9247; 6.3647
2010-02-10-07; 2.7903; 6.3899
2010-02-10-08; 2.8361; 6.2949
2010-02-10-09; 2.8316; 6.3936
2010-02-10-10; 2.8606; 6.4942
2010-02-10-11; 3.2492; 6.4707
2010-02-10-12; 3.0820; 6.6044
2010-02-10-13; 2.8683; 6.2930
2010-02-10-14; 2.9176; 6.5056
2010-02-10-15; 2.9054; 6.4332
2010-02-10-16; 2.6513; 6.4095
2010-02-10-17; 3.0411; 6.5445
2010-02-10-18; 2.4810; 6.2024
2010-02-10-19; 2.6326; 6.2661
2010-02-10-20; 2.3682; 6.0246
2010-02-10-21; 2.2743; 6.1364
2010-02-10-22; 2.3582; 6.1728
2010-02-10-23; 1.9154; 5.7532
2010-02-11-00; 2.0936; 5.8902
2010-02-11-01; 2.1282; 5.8867
2010-02-11-02; 1.9113; 5.6655
2010-02-11-03; 1.9823; 5.8000
2010-02-11-04; 1.9009; 5.7033
2010-02-11-05; 1.7340; 5.6017
2010-02-11-06; 1.5791; 5.3813
2010-02-11-07; 1.5205; 5.2878
2010-02-11-08; 1.4493; 5.2330
2010-02-11-09; 1.4093; 5.3561
2010-02-11-10; 1.3140; 5.3422
2010-02-11-11; 1.3150; 5.2524
2010-02-11-12; 1.3089; 5.2300
2010-02-11-13; 1.1938; 5.2224
2010-02-11-14; 1.1425; 4.9457
2010-02-11-15; 1.0683; 5.1167
2010-02-11-16; 1.0098; 4.7991
2010-02-11-17; 1.1135; 4.8943
2010-02-11-18; 1.0587; 4.7639
2010-02-11-19; 1.0456; 4.7307
2010-02-11-20; 1.0424; 4.6007
2010-02-11-21; 1.1195; 4.6618
2010-02-11-22; 1.2145; 4.7374
2010-02-11-23; 1.1801; 4.5856
2010-02-12-00; 1.2181; 4.6472
2010-02-12-01; 1.3888; 4.7094
2010-02-12-02; 1.5993; 4.9132
2010-02-12-03; 1.7148; 4.9008
2010-02-12-04; 1.6799; 4.9474
2010-02-12-05; 1.8624; 5.1116
2010-02-12-06; 1.6688; 4.9637
2010-02-12-07; 1.7723; 5.0617
2010-02-12-08; 2.0102; 5.1682
2010-02-12-09; 2.0639; 5.1018
2010-02-12-10; 2.4519; 5.3579
2010-02-12-11; 2.9399; 5.8008
2010-02-12-12; 3.0605; 5.7247
2010-02-12-13; 2.5332; 5.6670
2010-02-12-14; 2.4340; 5.5130
2010-02-12-15; 2.5578; 5.1640
2010-02-12-16; 2.7662; 5.3564
2010-02-12-17; 2.3307; 4.9655
2010-02-12-18; 2.5199; 5.2861
2010-02-12-19; 2.7548; 5.3307
2010-02-12-20; 2.5664; 5.3453
2010-02-12-21; 2.7031; 5.6024
2010-02-12-22; 3.2514; 5.8717
2010-02-12-23; 3.0875; 5.9830
2010-02-13-00; 3.0202; 6.0513
2010-02-13-01; 3.3826; 6.4414
2010-02-13-02; 3.5450; 6.4895
2010-02-13-03; 3.5573; 6.4691
2010-02-13-04; 3.4176; 6.4681
2010-02-13-05; 3.3647; 6.4301
2010-02-13-06; 3.5339; 6.6827
2010-02-13-07; 3.1570; 6.3838
2010-02-13-08; 3.1438; 6.7382
2010-02-13-09; 3.5071; 6.8528
2010-02-13-10; 3.0829; 6.4538
2010-02-13-11; 2.7396; 6.5756
2010-02-13-12; 2.9922; 6.6885
2010-02-13-13; 2.5838; 6.5745
2010-02-13-14; 2.5142; 6.4899
2010-02-13-15; 2.3729; 6.4129
2010-02-13-16; 2.3385; 6.4206
2010-02-13-17; 2.3063; 6.4588
2010-02-13-18; 2.4393; 6.6113
2010-02-13-19; 2.0069; 6.2029
2010-02-13-20; 2.1036; 6.2498
2010-02-13-21; 1.9425; 6.2265
2010-02-13-22; 1.8734; 6.1320
2010-02-13-23; 1.8468; 6.1192
2010-02-14-00; 1.7479; 6.0268
2010-02-14-01; 1.5887; 5.8380
2010-02-14-02; 1.6595; 5.6547
2010-02-14-03; 1.4510; 5.6480
2010-02-14-04; 1.4363; 5.5988
2010-02-14-05; 1.3783; 5.4959
2010-02-14-06; 1.2464; 5.3174
2010-02-14-07; 1.1021; 5.1373
2010-02-14-08; 1.1294; 5.0887
2010-02-14-09; 1.0509; 5.1748
2010-02-14-10; 1.0070; 5.1291
2010-02-14-11; 0.9401; 5.0621
2010-02-14-12; 0.7974; 4.7446
2010-02-14-13; 0.8236; 4.8624
2010-02-14-14; 0.7075; 4.6188
2010-02-14-15; 0.7227; 4.6834
2010-02-14-16; 0.7468; 4.8221
2010-02-14-17; 0.6745; 4.6139
2010-02-14-18; 0.6692; 4.7814
2010-02-14-19; 0.5991; 4.6929
2010-02-14-20; 0.5869; 4.8561
2010-02-14-21; 0.5167; 4.7894
2010-02-14-22; 0.5349; 4.7589
2010-02-14-23; 0.4961; 4.7521
2010-02-15-00; 0.4539; 4.8981
2010-02-15-01; 0.4322; 4.8734
2010-02-15-02; 0.4699; 4.7952
2010-02-15-03; 0.4289; 4.7498
2010-02-15-04; 0.4093; 4.4809
2010-02-15-05; 0.4105; 4.7116
2010-02-15-06; 0.4178; 4.4150
2010-02-15-07; 0.4228; 4.2061
2010-02-15-08; 0.4024; 4.0865
2010-02-15-09; 0.4329; 4.2460
2010-02-15-10; 0.4178; 4.2721
2010-02-15-11; 0.4416; 4.1299
2010-02-15-12; 0.3812; 4.2403
2010-02-15-13; 0.3441; 4.1167
2010-02-15-14; 0.3570; 3.5220
2010-02-15-15; 0.4324; 3.2914
2010-02-15-16; 0.5787; 3.3998
2010-02-15-17; 0.5930; 3.4964
2010-02-15-18; 0.9091; 3.8990
2010-02-15-19; 1.0831; 4.1243
2010-02-15-20; 1.4341; 4.5376
2010-02-15-21; 1.8007; 4.9738
2010-02-15-22; 2.1201; 5.3557
2010-02-15-23; 2.3387; 5.5509
2010-02-16-00; 2.7132; 6.0431
2010-02-16-01; 2.7765; 6.0954
2010-02-16-02; 2.6702; 6.0340
2010-02-16-03; 2.3337; 5.6209
2010-02-16-04; 2.3414; 5.4373
2010-02-16-05; 2.2274; 5.5190
2010-02-16-06; 2.2058; 5.4245
2010-02-16-07; 1.9118; 5.3523
2010-02-16-08; 2.0318; 5.2807
2010-02-16-09; 2.2092; 5.5028
2010-02-16-10; 2.0487; 5.2915
2010-02-16-11; 2.2035; 5.3680
2010-02-16-12; 2.0357; 5.3772
2010-02-16-13; 2.0588; 5.5761
2010-02-16-14; 2.2838; 5.9894
2010-02-16-15; 2.0789; 5.9104
2010-02-16-16; 2.0718; 6.1310
2010-02-16-17; 1.9102; 5.9655
2010-02-16-18; 1.8056; 5.9050
2010-02-16-19; 1.6580; 5.9241
2010-02-16-20; 1.6460; 5.7171
2010-02-16-21; 1.4152; 5.4476
2010-02-16-22; 1.3644; 5.1563
2010-02-16-23; 1.3452; 5.1009
2010-02-17-00; 1.2436; 5.1288
2010-02-17-01; 1.3116; 5.0985
2010-02-17-02; 1.2192; 5.1544
2010-02-17-03; 1.2687; 5.1698
2010-02-17-04; 1.1744; 4.8153
2010-02-17-05; 1.2399; 4.9501
2010-02-17-06; 1.1343; 4.8860
2010-02-17-07; 1.1846; 5.0042
2010-02-17-08; 1.0033; 4.5204
2010-02-17-09; 1.0345; 4.3539
2010-02-17-10; 1.0058; 4.2171
2010-02-17-11; 1.0828; 4.3729
2010-02-17-12; 1.1660; 3.9687
2010-02-17-13; 1.0918; 3.9634
2010-02-17-14; 1.1258; 3.8691
2010-02-17-15; 1.1755; 4.0792
2010-02-17-16; 1.1713; 4.2423
2010-02-17-17; 1.0165; 4.0806
2010-02-17-18; 1.0068; 4.0443
2010-02-17-19; 0.9902; 4.1166
2010-02-17-20; 0.9865; 4.1782
2010-02-17-21; 0.9482; 3.9996
2010-02-17-22; 1.0213; 3.9688
2010-02-17-23; 0.9822; 4.1250
2010-02-18-00; 1.0577; 4.1113
2010-02-18-01; 1.0096; 4.2110
2010-02-18-02; 1.0073; 4.2897
2010-02-18-03; 1.0052; 4.4531
2010-02-18-04; 1.0918; 4.5134
2010-02-18-05; 1.0391; 4.2500
2010-02-18-06; 1.0086; 4.2565
2010-02-18-07; 0.9535; 4.1886
2010-02-18-08; 0.9982; 4.2353
2010-02-18-09; 1.0125; 4.1728
2010-02-18-10; 0.9960; 4.1619
2010-02-18-11; 1.0300; 4.3285
2010-02-18-12; 1.0512; 4.2475
2010-02-18-13; 0.9595; 4.1795
2010-02-18-14; 0.9957; 4.3184
2010-02-18-15; 0.9520; 4.4021
2010-02-18-16; 0.9455; 4.4319
2010-02-18-17; 0.9792; 4.4792
2010-02-18-18; 0.9166; 4.5262
2010-02-18-19; 0.8392; 4.3036
2010-02-18-20; 0.8198; 4.4370
2010-02-18-21; 0.7998; 4.4621
2010-02-18-22; 0.7202; 4.5141
2010-02-18-23; 0.7477; 4.4135
2010-02-19-00; 0.6931; 4.4301
2010-02-19-01; 0.6546; 4.4213
2010-02-19-02; 0.6347; 4.4115
2010-02-19-03; 0.5941; 4.2527
2010-02-19-04; 0.6004; 4.3807
2010-02-19-05; 0.6127; 4.1410
2010-02-19-06; 0.5694; 3.9243
2010-02-19-07; 0.6389; 4.0606
2010-02-19-08; 0.6448; 4.0671
2010-02-19-09; 0.6617; 4.1417
2010-02-19-10; 0.7311; 4.0928
2010-02-19-11; 0.7480; 4.0619
2010-02-19-12; 0.7776; 4.0070
2010-02-19-13; 0.8345; 4.1384
2010-02-19-14; 0.9011; 4.2104
2010-02-19-15; 0.9417; 4.2343
2010-02-19-16; 1.0656; 4.3180
2010-02-19-17; 1.0078; 4.2291
2010-02-19-18; 1.0337; 4.2900
2010-02-19-19; 1.0198; 4.4036
2010-02-19-20; 1.0021; 4.4824
2010-02-19-21; 0.9179; 4.4849
2010-02-19-22; 0.9399; 4.4225
2010-02-19-23; 1.0017; 4.5578
2010-02-20-00; 1.2693; 4.6099
2010-02-20-01; 1.0573; 4.5298
2010-02-20-02; 1.3369; 4.6908
2010-02-20-03; 1.4087; 4.8075
2010-02-20-04; 1.5014; 4.8571
2010-02-20-05; 1.5656; 5.0183
2010-02-20-06; 1.7376; 5.3024
2010-02-20-07; 1.8862; 5.3428
2010-02-20-08; 1.5582; 5.1812
2010-02-20-09; 1.5674; 5.2533
2010-02-20-10; 1.4507; 5.2567
2010-02-20-11; 1.4994; 5.5077
2010-02-20-12; 1.2669; 5.2509
2010-02-20-13; 1.2484; 5.3442
2010-02-20-14; 1.1160; 5.2170
2010-02-20-15; 1.1505; 5.3131
2010-02-20-16; 1.0152; 5.1964
2010-02-20-17; 1.1771; 5.5729
2010-02-20-18; 1.2923; 5.8418
2010-02-20-19; 1.3729; 6.1230
2010-02-20-20; 1.2351; 5.7824
2010-02-20-21; 1.5103; 5.7865
2010-02-20-22; 1.5310; 5.6707
2010-02-20-23; 1.6066; 5.6482
2010-02-21-00; 1.5463; 5.5353
2010-02-21-01; 1.7448; 5.6984
2010-02-21-02; 1.5781; 5.4887
2010-02-21-03; 1.5456; 5.4907
2010-02-21-04; 1.5240; 5.3919
2010-02-21-05; 1.4752; 5.2947
2010-02-21-06; 1.5579; 5.1556
2010-02-21-07; 1.3456; 4.9348
2010-02-21-08; 1.3255; 5.0500
2010-02-21-09; 1.2762; 5.2647
2010-02-21-10; 1.2183; 5.1928
2010-02-21-11; 1.0897; 5.0992
2010-02-21-12; 0.9633; 4.9226
2010-02-21-13; 0.9696; 5.0952
2010-02-21-14; 0.9585; 4.9596
2010-02-21-15; 0.9904; 5.0892
2010-02-21-16; 0.9558; 5.0325
2010-02-21-17; 1.0343; 5.0879
2010-02-21-18; 1.0348; 5.0509
2010-02-21-19; 1.1344; 5.1220
2010-02-21-20; 1.1304; 4.7712
2010-02-21-21; 1.1279; 4.6178
2010-02-21-22; 1.0752; 4.5302
2010-02-21-23; 1.0631; 4.5541
2010-02-22-00; 1.1774; 4.7367
2010-02-22-01; 0.9253; 4.6816
2010-02-22-02; 0.9907; 4.9043
2010-02-22-03; 1.0185; 4.9927
2010-02-22-04; 0.9062; 5.0661
2010-02-22-05; 0.8838; 4.9378
2010-02-22-06; 0.9227; 4.9900
2010-02-22-07; 0.8331; 4.9607
2010-02-22-08; 0.8035; 4.8105
2010-02-22-09; 0.8729; 4.9771
2010-02-22-10; 0.8206; 4.8999
2010-02-22-11; 0.8642; 5.0719
2010-02-22-12; 0.7795; 4.8750
2010-02-22-13; 0.8116; 5.0738
2010-02-22-14; 0.8625; 5.1063
2010-02-22-15; 0.8100; 5.2025
2010-02-22-16; 0.8540; 5.2006
2010-02-22-17; 0.9147; 5.3960
2010-02-22-18; 0.9558; 5.4677
2010-02-22-19; 0.8735; 5.5812
2010-02-22-20; 0.9170; 5.7214
2010-02-22-21; 0.7968; 5.0845
2010-02-22-22; 0.8209; 4.9991
2010-02-22-23; 0.8509; 4.9794
2010-02-23-00; 0.8882; 4.9430
2010-02-23-01; 1.0055; 5.0443
2010-02-23-02; 1.1750; 5.4650
2010-02-23-03; 1.2292; 5.6503
2010-02-23-04; 1.4920; 5.9206
2010-02-23-05; 1.4180; 5.6019
2010-02-23-06; 1.5632; 6.0543
2010-02-23-07; 1.5132; 6.0167
2010-02-23-08; 1.5197; 5.8404
2010-02-23-09; 1.2198; 5.2928
2010-02-23-10; 1.3084; 5.4847
2010-02-23-11; 1.2605; 5.3912
2010-02-23-12; 1.2427; 5.1822
2010-02-23-13; 1.2120; 5.1338
2010-02-23-14; 1.1883; 4.8484
2010-02-23-15; 1.1650; 5.0292
2010-02-23-16; 1.1877; 4.8977
2010-02-23-17; 1.2221; 4.9635
2010-02-23-18; 1.2290; 4.8794
2010-02-23-19; 1.1984; 4.9578
2010-02-23-20; 1.1566; 4.8162
2010-02-23-21; 1.2101; 4.8755
2010-02-23-22; 1.1073; 4.9964
2010-02-23-23; 1.1790; 5.0301
2010-02-24-00; 1.2818; 5.0322
2010-02-24-01; 1.3310; 5.0223
2010-02-24-02; 1.2801; 5.0139
2010-02-24-03; 1.3993; 5.1437
2010-02-24-04; 1.3844; 4.9482
2010-02-24-05; 1.4752; 5.1078
2010-02-24-06; 1.2930; 4.9148
2010-02-24-07; 1.5193; 5.0543
2010-02-24-08; 1.5692; 4.9218
2010-02-24-09; 1.4960; 4.9071
2010-02-24-10; 1.5723; 5.0488
2010-02-24-11; 1.4018; 4.9408
2010-02-24-12; 1.4656; 5.0301
2010-02-24-13; 1.4998; 5.1052
2010-02-24-14; 1.3764; 4.9364
2010-02-24-15; 1.6003; 4.6098
2010-02-24-16; 1.9386; 4.7410
2010-02-24-17; 2.0531; 4.8892
2010-02-24-18; 2.7014; 5.5512
2010-02-24-19; 2.5170; 5.6034
2010-02-24-20; 2.5475; 5.6060
2010-02-24-21; 2.8424; 5.6019
2010-02-24-22; 3.0319; 5.8520
2010-02-24-23; 2.9003; 5.8981
2010-02-25-00; 3.0853; 6.0271
2010-02-25-01; 3.0776; 6.2232
2010-02-25-02; 2.7768; 6.1149
2010-02-25-03; 2.7522; 6.1427
2010-02-25-04; 2.7479; 6.0491
2010-02-25-05; 2.4271; 5.8471
2010-02-25-06; 2.6238; 6.1064
2010-02-25-07; 2.2705; 5.8003
2010-02-25-08; 2.2545; 5.8022
2010-02-25-09; 2.3467; 6.0720
2010-02-25-10; 2.0173; 6.0162
2010-02-25-11; 1.9926; 5.7722
2010-02-25-12; 1.8856; 5.7402
2010-02-25-13; 1.8287; 5.7396
2010-02-25-14; 1.6905; 5.8953
2010-02-25-15; 1.7549; 5.9089
2010-02-25-16; 1.6368; 5.7327
2010-02-25-17; 1.5584; 5.5335
2010-02-25-18; 1.4360; 5.5717
2010-02-25-19; 1.3910; 5.5263
2010-02-25-20; 1.3688; 5.5403
2010-02-25-21; 1.3864; 5.5132
2010-02-25-22; 1.1965; 5.3115
2010-02-25-23; 1.2498; 5.4652
2010-02-26-00; 1.2399; 5.4731
2010-02-26-01; 1.2870; 5.5871
2010-02-26-02; 1.3431; 5.6661
2010-02-26-03; 1.1516; 5.5958
2010-02-26-04; 1.1534; 5.6526
2010-02-26-05; 1.0219; 5.2559
2010-02-26-06; 0.9301; 5.0918
2010-02-26-07; 0.8735; 5.2339
2010-02-26-08; 0.8856; 5.0949
2010-02-26-09; 0.7870; 5.0448
2010-02-26-10; 0.7790; 5.1059
2010-02-26-11; 0.7479; 5.1908
2010-02-26-12; 0.7511; 5.2661
2010-02-26-13; 0.7804; 5.1794
2010-02-26-14; 0.7549; 5.0471
2010-02-26-15; 0.7661; 4.9497
2010-02-26-16; 0.6770; 4.6350
2010-02-26-17; 0.6986; 4.7289
2010-02-26-18; 0.6937; 4.6787
2010-02-26-19; 0.6948; 4.4416
2010-02-26-20; 0.7388; 4.3860
2010-02-26-21; 0.7448; 4.2915
2010-02-26-22; 0.7745; 4.0564
2010-02-26-23; 0.7133; 4.0922
2010-02-27-00; 0.7186; 4.0121
2010-02-27-01; 0.7504; 4.3053
2010-02-27-02; 0.7297; 4.1814
2010-02-27-03; 0.6467; 4.1061
2010-02-27-04; 0.5984; 4.0305
2010-02-27-05; 0.5687; 3.8953
2010-02-27-06; 0.6118; 3.8058
2010-02-27-07; 0.6259; 3.6408
2010-02-27-08; 0.8088; 3.5827
2010-02-27-09; 1.0190; 3.7794
2010-02-27-10; 1.2237; 3.9608
2010-02-27-11; 1.6364; 4.2334
2010-02-27-12; 2.0226; 4.6800
2010-02-27-13; 2.3485; 5.1259
2010-02-27-14; 2.5089; 5.2456
2010-02-27-15; 3.0848; 5.6959
2010-02-27-16; 3.7382; 6.3064
2010-02-27-17; 3.2185; 6.1397
2010-02-27-18; 3.1342; 5.9150
2010-02-27-19; 2.9112; 5.8650
2010-02-27-20; 3.4821; 6.3488
2010-02-27-21; 3.3933; 6.4362
2010-02-27-22; 3.1609; 6.4393
2010-02-27-23; 3.2184; 6.5815
2010-02-28-00; 2.7304; 6.3200
2010-02-28-01; 2.7770; 6.4003
2010-02-28-02; 2.6098; 6.2765
2010-02-28-03; 2.4810; 6.1087
2010-02-28-04; 2.5116; 6.2362
2010-02-28-05; 2.3409; 6.1266
2010-02-28-06; 2.2791; 6.0883
2010-02-28-07; 2.3161; 6.1061
2010-02-28-08; 2.2280; 6.2250
2010-02-28-09; 2.3341; 6.3460
2010-02-28-10; 2.1068; 6.1594
2010-02-28-11; 2.1554; 6.1559
2010-02-28-12; 2.1403; 6.2198
2010-02-28-13; 1.9535; 5.9566
2010-02-28-14; 2.0018; 6.0925
2010-02-28-15; 1.8184; 5.9094
2010-02-28-16; 1.4513; 5.6011
2010-02-28-17; 1.5105; 5.6461
2010-02-28-18; 1.3292; 5.3913
2010-02-28-19; 1.2810; 5.3139
2010-02-28-20; 1.0811; 5.2212
2010-02-28-21; 1.0094; 5.0397
2010-02-28-22; 0.9765; 5.1423
2010-02-28-23; 0.8519; 4.9179
2010-03-01-00; 0.8996; 5.1747
2010-03-01-01; 0.8244; 4.9729
2010-03-01-02; 0.7283; 4.8290
2010-03-01-03; 0.7371; 4.6774
2010-03-01-04; 0.6752; 4.4870
2010-03-01-05; 0.6796; 4.1888
2010-03-01-06; 0.7216; 3.7403
2010-03-01-07; 0.8130; 3.7277
2010-03-01-08; 0.8589; 3.7170
2010-03-01-09; 1.0162; 3.6984
2010-03-01-10; 1.1314; 3.9075
2010-03-01-11; 1.1448; 3.9335
2010-03-01-12; 1.1708; 4.1092
2010-03-01-13; 1.2828; 4.1965
2010-03-01-14; 1.4687; 4.4607
2010-03-01-15; 1.4834; 4.4866
2010-03-01-16; 1.4994; 4.7144
2010-03-01-17; 1.5757; 4.8306
2010-03-01-18; 1.6160; 5.0775
2010-03-01-19; 1.4202; 4.8254
2010-03-01-20; 1.4741; 4.9875
2010-03-01-21; 1.4289; 5.0261
2010-03-01-22; 1.4214; 5.0711
2010-03-01-23; 1.5556; 5.2609
2010-03-02-00; 1.4285; 5.1968
2010-03-02-01; 1.3672; 5.1782
2010-03-02-02; 1.5261; 5.3764
2010-03-02-03; 1.4098; 5.2666
2010-03-02-04; 1.5742; 5.2564
2010-03-02-05; 1.5969; 5.3464
2010-03-02-06; 1.4729; 5.2490
2010-03-02-07; 1.5071; 5.3073
2010-03-02-08; 1.4846; 5.0355
2010-03-02-09; 1.5937; 4.8627
2010-03-02-10; 1.5889; 4.8243
2010-03-02-11; 2.0822; 5.1658
2010-03-02-12; 2.6319; 5.6472
2010-03-02-13; 2.8124; 5.7174
2010-03-02-14; 2.9943; 5.9668
2010-03-02-15; 3.4573; 6.2022
2010-03-02-16; 3.4393; 6.3838
2010-03-02-17; 3.8705; 6.5063
2010-03-02-18; 4.1943; 6.8635
2010-03-02-19; 4.2607; 6.8855
2010-03-02-20; 4.0199; 6.8727
2010-03-02-21; 4.0974; 6.9746
2010-03-02-22; 3.8061; 6.7548
2010-03-02-23; 3.5016; 6.4293
2010-03-03-00; 3.5799; 6.6266
2010-03-03-01; 3.6663; 6.7626
2010-03-03-02; 3.9829; 6.9467
2010-03-03-03; 3.7777; 7.0217
2010-03-03-04; 3.3322; 6.7624
2010-03-03-05; 3.4770; 6.8364
2010-03-03-06; 3.5825; 6.9922
2010-03-03-07; 3.4532; 6.9074
2010-03-03-08; 3.3731; 6.9526
2010-03-03-09; 2.8995; 6.5886
2010-03-03-10; 2.5020; 6.4714
2010-03-03-11; 2.6487; 6.4523
2010-03-03-12; 2.5256; 6.5155
2010-03-03-13; 2.5106; 6.4271
2010-03-03-14; 2.6632; 6.6467
2010-03-03-15; 2.2195; 6.2468
2010-03-03-16; 2.2730; 6.1640
2010-03-03-17; 2.1684; 6.1461
2010-03-03-18; 1.9162; 5.8835
2010-03-03-19; 2.0065; 6.0584
2010-03-03-20; 1.6911; 5.6368
2010-03-03-21; 1.6890; 5.6062
2010-03-03-22; 1.5109; 5.3556
2010-03-03-23; 1.5623; 5.2866
2010-03-04-00; 1.4014; 5.0239
2010-03-04-01; 1.4146; 5.0277
2010-03-04-02; 1.3302; 4.9285
2010-03-04-03; 1.1844; 4.7604
2010-03-04-04; 1.1491; 4.7529
2010-03-04-05; 1.1601; 4.8554
2010-03-04-06; 1.1283; 4.8271
2010-03-04-07; 1.0378; 4.7972
2010-03-04-08; 0.9658; 4.6613
2010-03-04-09; 0.9830; 4.7423
2010-03-04-10; 0.8950; 4.5815
2010-03-04-11; 0.9054; 4.7012
2010-03-04-12; 0.9183; 4.8732
2010-03-04-13; 0.8945; 4.6900
2010-03-04-14; 0.8645; 4.5656
2010-03-04-15; 0.8576; 4.5386
2010-03-04-16; 0.8659; 4.6663
2010-03-04-17; 0.8889; 4.6525
2010-03-04-18; 0.8825; 4.7184
2010-03-04-19; 0.8248; 4.6389
2010-03-04-20; 0.8765; 4.6318
2010-03-04-21; 0.7953; 4.5385
2010-03-04-22; 0.7773; 4.4983
2010-03-04-23; 0.8399; 4.5197
2010-03-05-00; 0.8498; 4.5710
