time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2012-11-15-21; 1.9757; 6.0664
2012-11-15-22; 2.2036; 6.3319
2012-11-15-23; 2.1234; 5.9724
2012-11-16-00; 2.1743; 6.3550
2012-11-16-01; 2.2234; 6.5438
2012-11-16-02; 2.0890; 6.4360
2012-11-16-03; 2.2474; 6.5472
2012-11-16-04; 2.0904; 6.2638
2012-11-16-05; 2.1518; 6.2252
2012-11-16-06; 2.0888; 6.3156
2012-11-16-07; 2.0223; 6.2512
2012-11-16-08; 2.1657; 6.3645
2012-11-16-09; 2.1568; 6.2216
2012-11-16-10; 2.0963; 6.0871
2012-11-16-11; 2.2152; 6.5412
2012-11-16-12; 2.1850; 6.3470
2012-11-16-13; 1.9341; 5.9192
2012-11-16-14; 2.0854; 6.3760
2012-11-16-15; 2.1126; 6.2862
2012-11-16-16; 1.9114; 6.0776
2012-11-16-17; 2.0774; 6.3712
2012-11-16-18; 2.1004; 6.0721
2012-11-16-19; 2.0403; 6.0538
2012-11-16-20; 1.9845; 5.9356
2012-11-16-21; 1.9854; 5.8013
2012-11-16-22; 1.9822; 5.9373
2012-11-16-23; 1.9198; 5.9788
2012-11-17-00; 1.9812; 6.1682
2012-11-17-01; 1.9984; 6.1210
2012-11-17-02; 2.0262; 6.0951
2012-11-17-03; 2.1327; 6.2877
2012-11-17-04; 2.2202; 5.7560
2012-11-17-05; 2.2427; 5.8043
2012-11-17-06; 2.4542; 5.9977
2012-11-17-07; 2.3423; 5.8242
2012-11-17-08; 2.2965; 6.1284
2012-11-17-09; 2.4695; 6.4459
2012-11-17-10; 2.1622; 5.9515
2012-11-17-11; 2.0567; 6.3439
2012-11-17-12; 1.9551; 6.1857
2012-11-17-13; 1.9765; 6.1168
2012-11-17-14; 1.9836; 6.1932
2012-11-17-15; 1.9404; 6.5673
2012-11-17-16; 1.9041; 6.9456
2012-11-17-17; 1.9496; 6.8680
2012-11-17-18; 1.9397; 6.2627
2012-11-17-19; 2.1491; 6.5448
2012-11-17-20; 2.1030; 6.5020
2012-11-17-21; 2.2787; 6.5046
2012-11-17-22; 2.1944; 6.3860
2012-11-17-23; 2.3543; 6.4258
2012-11-18-00; 2.1922; 6.2262
2012-11-18-01; 2.4572; 5.8035
2012-11-18-02; 2.7244; 6.1214
2012-11-18-03; 2.8792; 6.4467
2012-11-18-04; 2.7341; 6.3909
2012-11-18-05; 2.7734; 6.5658
2012-11-18-06; 2.9429; 6.7265
2012-11-18-07; 2.6678; 6.4254
2012-11-18-08; 2.8580; 6.6161
2012-11-18-09; 2.6172; 6.5383
2012-11-18-10; 2.4213; 6.4498
2012-11-18-11; 2.3619; 6.3860
2012-11-18-12; 2.7561; 6.6688
2012-11-18-13; 2.5300; 6.5037
2012-11-18-14; 2.9361; 6.3829
2012-11-18-15; 2.7740; 6.2509
2012-11-18-16; 3.2233; 6.4934
2012-11-18-17; 3.1288; 6.3637
2012-11-18-18; 3.0339; 6.2934
2012-11-18-19; 2.9595; 6.2658
2012-11-18-20; 3.2663; 6.5252
2012-11-18-21; 3.0621; 6.6849
2012-11-18-22; 3.2788; 6.6794
2012-11-18-23; 3.0405; 6.6291
2012-11-19-00; 3.2871; 6.7580
2012-11-19-01; 2.9154; 6.4093
2012-11-19-02; 2.7872; 6.6547
2012-11-19-03; 2.8533; 6.7283
2012-11-19-04; 2.9323; 6.6314
2012-11-19-05; 2.9880; 6.6825
2012-11-19-06; 2.8219; 6.6157
2012-11-19-07; 2.9469; 6.6325
2012-11-19-08; 2.7552; 6.4718
2012-11-19-09; 2.6404; 6.3917
2012-11-19-10; 2.7234; 6.2879
2012-11-19-11; 2.8019; 6.3109
2012-11-19-12; 2.7591; 6.2893
2012-11-19-13; 2.6760; 6.2681
2012-11-19-14; 2.6669; 6.0726
2012-11-19-15; 2.5892; 6.1522
2012-11-19-16; 2.8778; 6.5820
2012-11-19-17; 2.7779; 6.4526
2012-11-19-18; 2.5844; 6.1424
2012-11-19-19; 2.8540; 6.4321
2012-11-19-20; 2.8471; 6.3892
2012-11-19-21; 2.6860; 6.0212
2012-11-19-23; 2.8437; 6.2412
2012-11-20-00; 3.0051; 6.2671
2012-11-20-01; 3.0311; 6.4061
2012-11-20-02; 2.8675; 6.2835
2012-11-20-03; 2.9615; 6.2355
2012-11-20-05; 3.0315; 6.2682
2012-11-20-06; 2.8892; 6.3963
2012-11-20-07; 3.0400; 6.6502
2012-11-20-08; 3.0452; 6.5408
2012-11-20-09; 3.0714; 6.5795
2012-11-20-10; 3.2124; 6.6897
2012-11-20-11; 2.9676; 6.4568
2012-11-20-12; 3.0524; 6.3318
2012-11-20-13; 3.0637; 6.3933
2012-11-20-14; 3.2948; 6.5114
2012-11-20-15; 3.1989; 6.5173
2012-11-20-16; 3.3129; 6.5061
2012-11-20-17; 3.2491; 6.6853
2012-11-20-18; 3.1245; 6.6086
2012-11-20-19; 3.2864; 6.6954
2012-11-20-20; 3.3747; 6.8752
2012-11-20-21; 3.2187; 6.5555
2012-11-20-22; 3.2397; 6.5053
2012-11-20-23; 3.1998; 6.3114
2012-11-21-00; 3.2380; 6.3691
2012-11-21-01; 3.4847; 6.9212
2012-11-21-02; 3.2022; 6.4744
2012-11-21-03; 3.0666; 6.3506
2012-11-21-04; 3.0277; 6.8275
2012-11-21-05; 3.1479; 7.1125
2012-11-21-06; 3.0431; 6.8577
2012-11-21-07; 2.6393; 6.6788
2012-11-21-08; 2.7291; 6.8720
2012-11-21-09; 2.6294; 6.8025
2012-11-21-10; 2.8301; 6.9824
2012-11-21-11; 2.7964; 6.7567
2012-11-21-12; 2.9647; 6.8853
2012-11-21-13; 2.6673; 6.5532
2012-11-21-14; 2.5657; 6.5008
2012-11-21-16; 2.7565; 6.4449
2012-11-21-17; 2.5561; 6.3125
2012-11-21-18; 2.6203; 6.5174
2012-11-21-19; 2.5732; 6.2554
2012-11-21-20; 2.7096; 6.5573
2012-11-21-21; 2.6537; 6.2595
2012-11-21-22; 2.6519; 6.1921
2012-11-21-23; 2.6157; 5.9189
2012-11-22-01; 3.1090; 6.2512
2012-11-22-02; 3.1029; 6.1752
2012-11-22-03; 3.0950; 6.2792
2012-11-22-04; 3.0444; 6.3568
2012-11-22-05; 3.0614; 6.1216
2012-11-22-06; 3.2319; 6.4166
2012-11-22-07; 2.9574; 6.3407
2012-11-22-08; 3.0490; 6.5353
2012-11-22-09; 2.9616; 6.3673
2012-11-22-10; 3.0400; 6.3012
2012-11-22-11; 2.9994; 6.2786
2012-11-22-12; 3.1523; 6.4430
2012-11-22-13; 3.1213; 6.3683
2012-11-22-14; 3.4019; 6.7590
2012-11-22-15; 3.3385; 6.7800
2012-11-22-16; 3.3897; 6.9419
2012-11-22-17; 3.0047; 6.5771
2012-11-22-18; 3.3587; 6.6348
2012-11-22-19; 3.1390; 6.4190
2012-11-22-20; 3.2440; 6.5618
2012-11-22-21; 3.3816; 6.8817
2012-11-22-22; 3.0894; 6.6390
2012-11-22-23; 3.1678; 6.5681
2012-11-23-00; 3.1370; 6.6766
2012-11-23-01; 2.9975; 6.6731
2012-11-23-02; 3.0112; 6.7349
2012-11-23-03; 2.9503; 6.7430
2012-11-23-04; 2.7501; 6.6934
2012-11-23-05; 2.7366; 6.5232
2012-11-23-06; 2.7656; 6.9004
2012-11-23-07; 2.3899; 6.4677
2012-11-23-08; 2.4866; 6.8477
2012-11-23-09; 2.5450; 7.0028
2012-11-23-10; 2.5650; 7.2118
2012-11-23-11; 2.4932; 7.1616
2012-11-23-12; 2.5727; 7.3172
2012-11-23-13; 2.6875; 7.5872
2012-11-23-14; 2.6243; 7.5728
2012-11-23-15; 2.3665; 7.0386
2012-11-23-16; 2.5326; 6.8803
2012-11-23-17; 2.3439; 6.5893
2012-11-23-18; 2.3281; 6.5426
2012-11-23-19; 2.4201; 6.8178
2012-11-23-20; 2.2018; 6.5868
2012-11-23-21; 1.9900; 6.4165
2012-11-23-22; 2.0946; 7.0550
2012-11-23-23; 1.9500; 6.9667
2012-11-24-00; 2.0032; 7.3605
2012-11-24-01; 1.8132; 7.2583
2012-11-24-02; 2.0470; 7.6701
2012-11-24-03; 2.0791; 7.9138
2012-11-24-04; 2.4227; 8.5027
2012-11-24-05; 2.0179; 7.6906
2012-11-24-06; 2.2093; 8.2215
2012-11-24-07; 2.0732; 7.6468
2012-11-24-08; 2.0611; 7.4799
2012-11-24-09; 2.3715; 7.9481
2012-11-24-10; 2.1125; 7.5507
2012-11-24-11; 2.2309; 7.7073
2012-11-24-12; 2.1409; 7.7932
2012-11-24-13; 2.0768; 7.5197
2012-11-24-14; 2.3050; 7.9745
2012-11-24-15; 2.3363; 7.6186
2012-11-24-16; 2.0377; 7.3086
2012-11-24-17; 2.1768; 7.6185
2012-11-24-18; 2.0733; 6.9374
2012-11-24-19; 1.9740; 7.2458
2012-11-24-20; 2.1100; 7.2862
2012-11-24-21; 1.8887; 6.9917
2012-11-24-22; 1.6547; 6.5679
2012-11-24-23; 1.6025; 6.3891
2012-11-25-00; 1.6922; 7.1112
2012-11-25-01; 1.7140; 6.9781
2012-11-25-02; 1.6893; 6.8039
2012-11-25-03; 1.7123; 6.9359
2012-11-25-04; 1.6592; 6.4415
2012-11-25-05; 1.6366; 6.2482
2012-11-25-06; 1.7066; 6.9541
2012-11-25-07; 1.5323; 6.5941
2012-11-25-08; 1.5452; 7.0299
2012-11-25-09; 1.5095; 7.1055
2012-11-25-10; 1.6765; 7.6664
2012-11-25-11; 1.5064; 7.5066
2012-11-25-12; 1.5481; 7.6409
2012-11-25-13; 1.6580; 8.1203
2012-11-25-14; 1.5273; 7.4820
2012-11-25-15; 1.6103; 8.0167
2012-11-25-16; 1.5357; 7.7468
2012-11-25-17; 1.4647; 7.3664
2012-11-25-18; 1.2415; 6.7750
2012-11-25-19; 1.5284; 7.9219
2012-11-25-20; 1.2802; 7.2790
2012-11-25-21; 1.2392; 7.0153
2012-11-25-22; 1.1906; 7.0532
2012-11-25-23; 1.1717; 7.0329
2012-11-26-00; 1.1701; 7.0273
2012-11-26-01; 1.0905; 6.6836
2012-11-26-02; 1.1206; 7.1640
2012-11-26-03; 0.9950; 6.7094
2012-11-26-04; 0.9402; 6.6997
2012-11-26-05; 0.8817; 6.6962
2012-11-26-06; 0.8462; 6.7340
2012-11-26-07; 0.7951; 6.5406
2012-11-26-08; 0.8268; 6.8229
2012-11-26-09; 0.8402; 6.9862
2012-11-26-10; 0.8314; 6.8338
2012-11-26-11; 0.7777; 6.4050
2012-11-26-12; 0.7946; 6.7106
2012-11-26-13; 0.8127; 6.8305
2012-11-26-14; 0.8002; 6.8877
2012-11-26-15; 0.7556; 6.7377
2012-11-26-16; 0.7221; 6.7544
2012-11-26-17; 0.7702; 6.9130
2012-11-26-18; 0.7016; 7.0116
2012-11-26-19; 0.7697; 7.6681
2012-11-26-20; 0.7768; 7.2418
2012-11-26-21; 0.7990; 7.7141
2012-11-26-22; 0.7464; 7.7398
2012-11-26-23; 0.6844; 7.6938
2012-11-27-00; 0.6984; 7.7002
2012-11-27-01; 0.6984; 6.0935
2012-11-27-02; 0.7434; 5.3214
2012-11-27-03; 0.7780; 4.9450
2012-11-27-04; 0.8109; 4.3971
2012-11-27-05; 0.7911; 4.2896
2012-11-27-06; 0.8027; 4.3051
2012-11-27-07; 0.8164; 4.3052
2012-11-27-08; 0.7619; 4.0946
2012-11-27-09; 0.8707; 4.2134
2012-11-27-10; 0.8429; 4.0387
2012-11-27-11; 0.7519; 4.1997
2012-11-27-12; 0.7867; 4.0842
2012-11-27-13; 0.7634; 4.2067
2012-11-27-14; 0.7755; 4.3325
2012-11-27-15; 0.7371; 4.3528
2012-11-27-16; 0.6798; 4.3057
2012-11-27-17; 0.6344; 4.2487
2012-11-27-18; 0.5961; 4.2340
2012-11-27-19; 0.5942; 4.3552
2012-11-27-20; 0.5586; 4.3033
2012-11-27-21; 0.5316; 4.6913
2012-11-27-22; 0.4813; 4.6061
2012-11-27-23; 0.4615; 4.7153
2012-11-28-00; 0.4282; 4.5612
2012-11-28-01; 0.4180; 4.0445
2012-11-28-02; 0.4259; 4.5954
2012-11-28-03; 0.4127; 4.5028
2012-11-28-04; 0.3854; 4.1711
2012-11-28-05; 0.3804; 4.0932
2012-11-28-06; 0.4044; 4.2336
2012-11-28-07; 0.3653; 4.4687
2012-11-28-08; 0.3864; 4.5372
2012-11-28-09; 0.3533; 3.8747
2012-11-28-10; 0.4985; 3.6267
2012-11-28-11; 0.7206; 3.8145
2012-11-28-12; 0.7547; 4.0899
2012-11-28-13; 0.8211; 4.1000
2012-11-28-14; 0.8888; 4.2474
2012-11-28-15; 1.0194; 4.3795
2012-11-28-16; 1.2397; 4.6233
2012-11-28-17; 1.1662; 4.7212
2012-11-28-18; 1.2757; 4.7100
2012-11-28-19; 1.4019; 4.8468
2012-11-28-20; 1.5103; 5.1385
2012-11-28-21; 1.5934; 5.0429
2012-11-28-22; 1.6528; 5.0300
2012-11-28-23; 1.8042; 5.3343
2012-11-29-00; 1.7713; 5.3081
2012-11-29-01; 1.6103; 5.1515
2012-11-29-02; 1.5621; 5.0129
2012-11-29-03; 1.5689; 5.3602
2012-11-29-04; 1.4368; 5.0901
2012-11-29-05; 1.5653; 5.0938
2012-11-29-06; 1.5242; 5.0339
2012-11-29-07; 1.5565; 5.1418
2012-11-29-08; 1.4836; 5.1189
2012-11-29-09; 1.6478; 5.1101
2012-11-29-10; 1.5196; 5.1489
2012-11-29-11; 1.4875; 5.1501
2012-11-29-12; 1.6311; 5.2026
2012-11-29-13; 1.7344; 5.4941
2012-11-29-14; 1.5441; 5.3171
2012-11-29-15; 1.7133; 5.4990
2012-11-29-16; 1.7173; 5.3782
2012-11-29-17; 1.7212; 5.4576
2012-11-29-18; 1.7404; 5.5924
2012-11-29-19; 1.4970; 5.4069
2012-11-29-20; 1.6243; 5.5905
2012-11-29-21; 1.5786; 5.4010
2012-11-29-22; 1.4289; 5.1678
2012-11-29-23; 1.4892; 5.1635
2012-11-30-00; 1.4703; 5.0699
2012-11-30-01; 1.4246; 4.9985
2012-11-30-02; 1.4331; 5.0873
2012-11-30-03; 1.3416; 4.9801
2012-11-30-04; 1.4247; 5.0090
2012-11-30-05; 1.5234; 5.0949
2012-11-30-06; 1.5054; 5.1377
2012-11-30-07; 1.5476; 5.1388
2012-11-30-08; 1.5104; 5.0704
2012-11-30-09; 1.5339; 5.3209
2012-11-30-10; 1.4350; 5.0845
2012-11-30-11; 1.3565; 5.2028
2012-11-30-12; 1.3684; 5.0159
2012-11-30-13; 1.4552; 5.0331
2012-11-30-14; 1.5389; 5.0977
2012-11-30-15; 1.7276; 5.2111
2012-11-30-16; 1.6465; 5.3086
2012-11-30-17; 1.5928; 5.1722
2012-11-30-18; 1.4086; 5.1783
2012-11-30-19; 1.4898; 5.5309
2012-11-30-20; 1.3435; 5.4483
2012-11-30-21; 1.3677; 5.3995
2012-11-30-22; 1.3344; 5.3094
2012-11-30-23; 1.4658; 5.2984
2012-12-04-19; 1.4446; 6.1140
2012-12-04-20; 1.6274; 6.3367
2012-12-04-21; 1.5823; 5.9901
2012-12-04-22; 1.4741; 6.1617
2012-12-04-23; 1.6518; 6.7917
2012-12-05-00; 1.5578; 6.4906
2012-12-05-01; 1.5078; 6.5500
2012-12-05-02; 1.6306; 6.8052
2012-12-05-03; 1.2523; 5.9009
2012-12-05-04; 1.3190; 6.1026
2012-12-05-05; 1.3690; 5.8933
2012-12-05-06; 1.3979; 5.1029
2012-12-05-07; 1.5855; 5.3324
2012-12-05-08; 1.3378; 5.6382
2012-12-05-09; 1.5423; 5.4864
2012-12-05-10; 1.5948; 5.4704
2012-12-05-11; 1.5265; 5.4713
2012-12-05-13; 1.2914; 5.4661
2012-12-05-14; 1.1775; 5.7014
2012-12-05-15; 1.3632; 6.5467
2012-12-05-16; 1.2314; 6.3391
2012-12-05-17; 1.2515; 6.4664
2012-12-05-18; 1.2051; 6.4128
2012-12-05-19; 1.3721; 6.4185
2012-12-05-20; 1.4084; 6.4082
2012-12-05-21; 1.3514; 6.2921
2012-12-05-22; 1.2856; 6.4851
2012-12-05-23; 1.2740; 6.4546
2012-12-06-00; 1.2835; 6.6881
2012-12-06-01; 1.1768; 6.3738
2012-12-06-02; 1.1614; 6.2111
2012-12-06-03; 1.2004; 5.8680
2012-12-06-04; 1.1195; 5.8119
2012-12-06-05; 1.0947; 5.1975
2012-12-06-06; 1.0959; 5.1693
2012-12-06-07; 1.1830; 5.1654
2012-12-06-08; 1.2655; 5.4661
2012-12-06-09; 1.2659; 5.3719
2012-12-06-10; 1.2667; 5.1951
2012-12-06-11; 1.2246; 5.2678
2012-12-06-12; 1.2103; 5.4285
2012-12-06-13; 1.2049; 5.3629
2012-12-06-14; 1.1823; 5.2576
2012-12-06-15; 1.2541; 5.3585
2012-12-06-16; 1.3090; 5.5277
2012-12-06-17; 1.2996; 5.7180
2012-12-06-18; 1.2810; 5.6004
2012-12-06-19; 1.2516; 5.6016
2012-12-06-20; 1.3115; 5.7970
2012-12-06-21; 1.2835; 5.5380
2012-12-06-22; 1.2849; 5.3516
2012-12-06-23; 1.3532; 5.3914
2012-12-07-00; 1.5660; 5.6462
2012-12-07-01; 1.5327; 5.5514
2012-12-07-02; 1.7199; 5.6654
2012-12-07-03; 1.6191; 5.6593
2012-12-07-04; 1.6627; 5.5700
2012-12-07-05; 1.7464; 5.5868
2012-12-07-06; 1.6819; 5.8100
2012-12-07-07; 1.7497; 5.9692
2012-12-07-08; 1.9280; 6.1202
2012-12-07-09; 1.8794; 6.1262
2012-12-07-10; 1.8860; 6.1316
2012-12-07-11; 1.6346; 5.9600
2012-12-07-12; 1.5802; 6.0821
2012-12-07-13; 1.4292; 6.0077
2012-12-07-14; 1.5010; 6.0020
2012-12-07-15; 1.5145; 5.9302
2012-12-07-16; 1.4795; 5.7728
2012-12-07-17; 1.3967; 5.9399
2012-12-07-18; 1.3802; 5.8053
2012-12-07-19; 1.4041; 5.9189
2012-12-07-20; 1.3460; 6.2517
2012-12-07-21; 1.3866; 6.0567
2012-12-07-22; 1.3739; 6.3748
2012-12-07-23; 1.2889; 6.1425
2012-12-08-00; 1.3357; 6.0688
2012-12-08-01; 1.4444; 6.2234
2012-12-08-02; 1.3663; 6.1597
2012-12-08-03; 1.3623; 6.3091
2012-12-08-04; 1.3630; 6.5321
2012-12-08-05; 1.3720; 6.3447
2012-12-08-06; 1.4190; 6.5991
2012-12-08-07; 1.3072; 6.4536
2012-12-08-08; 1.2105; 6.1173
2012-12-08-09; 1.3138; 6.3437
2012-12-08-10; 1.2961; 6.4504
2012-12-08-11; 1.2500; 6.7912
2012-12-08-13; 1.2448; 6.5232
2012-12-08-14; 1.2578; 6.6947
2012-12-08-15; 1.1911; 6.7047
2012-12-08-16; 1.1801; 6.8245
2012-12-08-17; 1.1275; 6.6829
2012-12-08-18; 1.1030; 6.8455
2012-12-08-19; 1.1769; 6.9234
2012-12-08-20; 1.1920; 7.4566
2012-12-08-21; 1.1050; 7.0473
2012-12-08-22; 1.1645; 7.6069
2012-12-08-23; 1.0725; 7.1542
2012-12-09-00; 1.0812; 6.6835
2012-12-09-01; 1.1425; 6.6322
2012-12-09-02; 1.0952; 6.6252
2012-12-09-03; 1.0539; 6.3837
2012-12-09-04; 1.0746; 6.2855
2012-12-09-05; 1.0580; 5.6453
2012-12-09-06; 0.9523; 5.2136
2012-12-09-07; 1.0005; 4.6820
2012-12-09-08; 0.9769; 4.9311
2012-12-09-09; 1.0549; 5.3937
2012-12-09-10; 1.0088; 5.4279
2012-12-09-11; 1.0194; 5.6658
2012-12-09-12; 1.0537; 5.0746
2012-12-09-13; 0.9721; 5.4140
2012-12-09-14; 0.8914; 5.3508
2012-12-09-15; 0.9387; 5.5177
2012-12-09-16; 0.8470; 5.5625
2012-12-09-17; 0.8668; 6.0855
2012-12-09-18; 0.8343; 5.9785
2012-12-09-19; 0.8050; 5.8303
2012-12-09-20; 0.8544; 6.3487
2012-12-09-21; 0.7974; 6.2630
2012-12-09-22; 0.7968; 6.1747
2012-12-09-23; 0.7714; 6.2641
2012-12-10-00; 0.7293; 6.1725
2012-12-10-01; 0.7580; 5.9477
2012-12-10-02; 0.8228; 5.9494
2012-12-10-03; 0.7915; 5.6311
2012-12-10-04; 0.8375; 5.4832
2012-12-10-05; 0.8223; 5.4955
2012-12-10-06; 0.7973; 5.6375
2012-12-10-07; 0.7970; 5.4562
2012-12-10-08; 0.8130; 5.3180
2012-12-10-09; 0.7943; 5.3961
2012-12-10-10; 0.7584; 5.5390
2012-12-10-11; 0.7261; 5.4420
2012-12-10-12; 0.7441; 4.8368
2012-12-10-13; 0.7761; 4.3683
2012-12-10-14; 0.8359; 4.5218
2012-12-10-15; 0.8527; 4.1569
2012-12-10-16; 0.8641; 4.5832
2012-12-10-17; 0.8953; 4.3647
2012-12-10-18; 0.9031; 4.5503
2012-12-10-19; 0.8368; 4.3462
2012-12-10-20; 0.8039; 4.3248
2012-12-10-21; 0.8934; 4.2200
2012-12-10-22; 0.9449; 4.0321
2012-12-10-23; 1.2012; 4.1019
2012-12-11-00; 1.4208; 4.2008
2012-12-11-01; 1.5576; 4.4774
2012-12-11-02; 1.6896; 4.5304
2012-12-11-03; 1.5419; 4.5762
2012-12-11-04; 1.5462; 4.6218
2012-12-11-05; 1.3666; 4.4211
2012-12-11-06; 1.5062; 4.4997
2012-12-11-07; 1.4539; 4.5224
2012-12-11-08; 1.3566; 4.4748
2012-12-11-09; 1.2312; 4.5691
2012-12-11-10; 1.2902; 4.4174
2012-12-11-11; 1.1789; 4.3275
2012-12-11-13; 0.9833; 4.3699
2012-12-11-14; 0.9847; 4.5697
2012-12-11-15; 0.8860; 4.4610
2012-12-11-16; 0.8527; 4.6005
2012-12-11-17; 0.7982; 4.6508
2012-12-11-18; 0.7805; 4.6011
2012-12-11-19; 0.7473; 4.8701
2012-12-11-20; 0.7810; 5.1054
2012-12-11-21; 0.7483; 5.4567
2012-12-11-22; 0.7657; 5.2889
2012-12-11-23; 0.8059; 5.3508
2012-12-12-00; 0.7507; 5.2384
2012-12-12-01; 0.6988; 5.2301
2012-12-12-02; 0.7070; 5.1044
2012-12-12-03; 0.8251; 5.3578
2012-12-12-04; 0.7849; 5.2979
2012-12-12-05; 0.8410; 5.2180
2012-12-12-06; 0.8717; 4.8143
2012-12-12-07; 0.7479; 4.6560
2012-12-12-08; 0.7061; 4.4333
2012-12-12-09; 0.7077; 4.3991
2012-12-12-10; 0.6424; 4.5231
2012-12-12-11; 0.7648; 3.7303
2012-12-12-12; 0.7156; 4.6384
2012-12-12-13; 0.6858; 5.3661
2012-12-12-14; 0.5821; 5.5053
2012-12-12-15; 0.6019; 5.4818
2012-12-12-16; 0.7476; 5.3383
2012-12-12-17; 0.7136; 4.6522
2012-12-12-18; 0.7360; 4.2143
2012-12-12-19; 0.9380; 4.6856
2012-12-12-20; 0.9144; 4.4347
2012-12-12-21; 0.9869; 4.7785
2012-12-12-22; 1.0164; 4.7941
2012-12-12-23; 0.8385; 4.6320
2012-12-13-00; 0.7231; 4.5015
2012-12-13-01; 0.8672; 4.3203
2012-12-13-02; 0.8715; 4.3683
2012-12-13-03; 0.9324; 4.5268
2012-12-13-04; 1.0263; 4.4180
2012-12-13-05; 0.9357; 4.3323
2012-12-13-06; 0.9398; 4.3769
2012-12-13-07; 0.9589; 4.4229
2012-12-13-08; 0.9460; 4.5167
2012-12-13-09; 0.8802; 4.4780
2012-12-13-10; 0.9147; 4.4405
2012-12-13-11; 1.0363; 4.1677
2012-12-13-12; 1.1982; 4.4273
2012-12-13-13; 1.3641; 4.7013
2012-12-13-14; 1.7540; 4.9978
2012-12-13-15; 1.9265; 5.1696
2012-12-13-16; 2.0724; 5.1705
2012-12-13-17; 2.0781; 5.0089
2012-12-13-18; 2.1083; 5.0120
2012-12-13-19; 1.9187; 5.1273
2012-12-13-20; 2.3816; 5.2426
2012-12-13-21; 2.4890; 5.4970
2012-12-13-22; 2.4535; 5.6645
2012-12-13-23; 2.6432; 6.3227
2012-12-14-00; 2.9402; 6.6415
2012-12-14-01; 2.9954; 6.5313
2012-12-14-02; 2.8476; 6.4647
2012-12-14-03; 2.8456; 6.7990
2012-12-14-04; 2.6563; 6.3979
2012-12-14-05; 2.3249; 6.1906
2012-12-14-06; 2.4277; 6.0990
2012-12-14-07; 2.3851; 6.3722
2012-12-14-08; 2.1238; 5.8822
2012-12-14-09; 2.1138; 5.9816
2012-12-14-10; 1.9731; 6.2143
2012-12-14-11; 2.1881; 6.8491
2012-12-14-13; 2.3089; 7.1923
2012-12-14-14; 2.2993; 7.2693
2012-12-14-15; 2.0429; 6.7602
2012-12-14-16; 2.1712; 6.9245
2012-12-14-17; 2.1259; 6.3448
2012-12-14-18; 2.0797; 6.0431
2012-12-14-19; 2.0176; 5.6826
2012-12-14-20; 2.0431; 5.8358
2012-12-14-21; 2.1665; 5.9540
2012-12-14-22; 2.3040; 6.6757
2012-12-14-23; 2.5655; 7.2029
2012-12-15-00; 2.3839; 7.0765
2012-12-15-01; 2.1358; 6.5088
2012-12-15-02; 2.1578; 6.7499
2012-12-15-03; 2.1448; 6.5681
2012-12-15-04; 2.1010; 6.5258
2012-12-15-05; 2.1349; 6.6547
2012-12-15-06; 2.0788; 6.4851
2012-12-15-07; 2.0229; 6.5290
2012-12-15-08; 2.1012; 6.4339
2012-12-15-09; 1.9180; 6.0508
2012-12-15-10; 1.9592; 6.3806
2012-12-15-11; 1.9466; 6.4341
2012-12-15-12; 1.8449; 6.0871
2012-12-15-13; 1.7577; 6.0611
2012-12-15-14; 1.7193; 6.2331
2012-12-15-15; 1.7883; 6.4241
2012-12-15-16; 1.7589; 6.7415
2012-12-15-17; 1.7497; 6.6791
2012-12-15-18; 1.7711; 6.6768
2012-12-15-19; 1.7722; 6.9757
2012-12-15-20; 1.6232; 6.5001
2012-12-15-21; 1.9040; 7.0452
2012-12-15-22; 1.8491; 7.2722
2012-12-15-23; 2.1046; 7.7635
2012-12-16-00; 1.8491; 7.0905
2012-12-16-01; 1.9998; 7.2308
2012-12-16-02; 1.8842; 7.0159
2012-12-16-03; 1.9735; 6.9485
2012-12-16-04; 2.0229; 6.8449
2012-12-16-05; 1.8179; 6.5640
2012-12-16-06; 1.9377; 6.5507
2012-12-16-07; 2.0640; 6.7046
2012-12-16-08; 1.9567; 6.5652
2012-12-16-09; 1.9330; 6.5881
2012-12-16-10; 1.7848; 6.3257
2012-12-16-11; 2.0287; 6.6451
2012-12-16-12; 1.7723; 6.3846
2012-12-16-13; 1.6258; 5.9701
2012-12-16-14; 1.6494; 6.3307
2012-12-16-15; 1.6758; 6.3341
2012-12-16-16; 1.6414; 6.3226
2012-12-16-17; 1.7570; 6.2316
2012-12-16-18; 1.7619; 6.3764
2012-12-16-19; 1.7012; 6.1573
2012-12-16-20; 1.5454; 5.7319
2012-12-16-21; 1.4892; 6.1174
2012-12-16-22; 1.3788; 5.7161
2012-12-16-23; 1.3745; 5.8684
2012-12-17-00; 1.4566; 5.9708
2012-12-17-01; 1.5192; 5.8566
2012-12-17-02; 1.4615; 5.6244
2012-12-17-03; 1.3947; 5.5631
2012-12-17-04; 1.4084; 5.6856
2012-12-17-05; 1.3361; 5.7350
2012-12-17-06; 1.3553; 6.0558
2012-12-17-07; 1.3386; 5.9019
2012-12-17-08; 1.2653; 5.5460
2012-12-17-09; 1.1754; 5.6511
2012-12-17-10; 1.1931; 5.7460
2012-12-17-11; 1.1407; 5.8053
2012-12-17-13; 1.1601; 5.6924
2012-12-17-14; 1.1940; 6.0466
2012-12-17-15; 1.0536; 5.8375
2012-12-17-16; 0.9472; 5.6118
